date,value,Volume,Open,High,Low
5/28/2021,57.12,20309600,$57.55 ,$57.65 ,$56.94 
6/1/2021,56.89,20326370,$57.61 ,$57.82 ,$56.59 
6/2/2021,57.48,18483590,$56.91 ,$57.69 ,$56.76 
6/3/2021,56.24,21831300,$56.98 ,$57.10 ,$56.09 
6/4/2021,57.37,21493760,$56.55 ,$57.75 ,$56.54 
6/7/2021,57.09,17364400,$57.41 ,$57.44 ,$56.78 
6/8/2021,57,33254480,$57.45 ,$57.64 ,$56.60 
6/9/2021,57,13904790,$57.36 ,$57.48 ,$56.97 
6/10/2021,57.38,26738080,$57.15 ,$58.03 ,$56.93 
6/11/2021,57.85,18119740,$57.47 ,$57.94 ,$56.95 
6/14/2021,58.19,21784520,$58.02 ,$58.20 ,$57.23 
6/15/2021,57.99,20806540,$58.21 ,$58.42 ,$57.80 
6/16/2021,57.22,21879680,$58.15 ,$58.37 ,$56.77 
6/17/2021,57.18,21498760,$57.05 ,$57.90 ,$56.70 
6/18/2021,55.67,55118310,$56.68 ,$56.75 ,$55.10 
6/21/2021,55.87,19254640,$55.75 ,$56.04 ,$55.37 
6/22/2021,55.87,18682810,$55.94 ,$56.28 ,$55.50 
6/23/2021,55.26,20287880,$55.87 ,$55.97 ,$55.23 
6/24/2021,56.07,21209730,$55.49 ,$56.10 ,$55.34 
6/25/2021,55.91,21101240,$56.02 ,$56.41 ,$55.75 
6/28/2021,57.48,22480880,$56.36 ,$57.73 ,$56.34 
6/29/2021,56.75,26359990,$57.55 ,$57.83 ,$55.88 
6/30/2021,56.14,29891580,$56.34 ,$56.38 ,$55.39 
7/1/2021,56.01,24871590,$56.13 ,$56.64 ,$55.87 
7/2/2021,56.76,17223580,$56.55 ,$56.99 ,$56.32 
7/6/2021,56.09,26186600,$56.92 ,$57.01 ,$55.70 
7/7/2021,55.96,14857390,$56.37 ,$56.45 ,$55.71 
7/8/2021,55.39,19161960,$55.31 ,$55.72 ,$54.79 
7/9/2021,55.99,18708000,$55.51 ,$56.11 ,$55.31 
7/12/2021,56.73,15392760,$56.26 ,$56.76 ,$56.11 
7/13/2021,56.87,15715980,$56.62 ,$57.30 ,$56.34 
7/14/2021,56.52,16263610,$57.17 ,$57.46 ,$56.33 
7/15/2021,55.81,18917050,$56.40 ,$56.40 ,$55.57 
7/16/2021,54.97,25263790,$56.05 ,$56.93 ,$54.90 
7/19/2021,54.64,27007670,$54.41 ,$54.81 ,$53.97 
7/20/2021,55.24,19866970,$54.92 ,$55.56 ,$54.27 
7/21/2021,56.23,18497170,$55.18 ,$56.28 ,$55.01 
7/22/2021,55.96,36690980,$56.06 ,$56.54 ,$55.68 
7/23/2021,53,67742250,$54.58 ,$54.71 ,$52.32 
7/26/2021,54.31,32881170,$52.81 ,$54.54 ,$52.76 
7/27/2021,53.18,39878030,$53.12 ,$53.20 ,$52.31 
7/28/2021,53.07,28478850,$53.03 ,$53.92 ,$52.94 
7/29/2021,53.7,16886630,$53.48 ,$54.10 ,$53.32 
7/30/2021,53.72,16465690,$53.65 ,$53.90 ,$53.25 
8/2/2021,53.68,18098080,$53.99 ,$54.47 ,$53.54 
8/3/2021,54.06,16375930,$53.89 ,$54.16 ,$53.26 
8/4/2021,53.9,17612710,$54.25 ,$54.44 ,$53.70 
8/5/2021,53.89,15310010,$53.99 ,$54.02 ,$53.58 
8/6/2021,53.92,19256020,$53.86 ,$54.13 ,$53.73 
8/9/2021,54.05,14670140,$54.08 ,$54.41 ,$53.83 
8/10/2021,53.94,16215710,$54.24 ,$54.39 ,$53.51 
8/11/2021,54.14,18590800,$54.26 ,$54.36 ,$53.84 
8/12/2021,53.54,15073690,$54.17 ,$54.18 ,$53.26 
8/13/2021,53.49,15281070,$53.50 ,$53.56 ,$53.06 
8/16/2021,53.47,17692910,$53.23 ,$53.49 ,$53.00 
8/17/2021,52.69,22014900,$53.17 ,$53.18 ,$52.22 
8/18/2021,52.19,15061740,$52.60 ,$53.03 ,$52.11 
8/19/2021,52.44,22999390,$52.05 ,$52.67 ,$51.58 
8/20/2021,52.01,25728330,$52.16 ,$52.38 ,$51.42 
8/23/2021,53.23,23976260,$52.59 ,$53.54 ,$52.48 
8/24/2021,53.81,20348800,$53.56 ,$53.97 ,$53.31 
8/25/2021,53.81,15048390,$54.08 ,$54.23 ,$53.73 
8/26/2021,53.13,19569980,$53.75 ,$53.75 ,$52.97 
8/27/2021,53.89,16524990,$53.36 ,$53.94 ,$52.92 
8/30/2021,53.94,14581330,$54.26 ,$54.87 ,$53.76 
8/31/2021,54.06,22350100,$54.44 ,$54.50 ,$53.66 
9/1/2021,53.67,18615030,$54.11 ,$54.16 ,$53.53 
9/2/2021,53.73,15880060,$53.80 ,$53.89 ,$53.35 
9/3/2021,53.51,13472750,$53.44 ,$54.08 ,$53.32 
9/7/2021,53.65,13914970,$53.57 ,$53.95 ,$53.44 
9/8/2021,53.57,18235080,$53.73 ,$53.92 ,$52.99 
9/9/2021,53.4,13495800,$53.66 ,$53.89 ,$53.34 
9/10/2021,53.84,20324700,$53.85 ,$54.98 ,$53.81 
9/13/2021,54.99,22639240,$54.61 ,$55.49 ,$54.41 
9/14/2021,54.52,22072720,$55.37 ,$55.44 ,$54.27 
9/15/2021,55.12,18796180,$54.67 ,$55.15 ,$54.42 
9/16/2021,54.83,19863090,$54.86 ,$54.95 ,$54.24 
9/17/2021,54.26,35359230,$54.59 ,$54.59 ,$53.67 
9/20/2021,52.98,35051900,$53.21 ,$53.50 ,$52.32 
9/21/2021,52.87,17968930,$53.20 ,$53.45 ,$52.83 
9/22/2021,53.5,18594120,$53.40 ,$53.87 ,$53.00 
9/23/2021,54.03,16474330,$53.75 ,$54.30 ,$53.60 
9/24/2021,54.22,12976200,$53.78 ,$54.42 ,$53.73 
9/27/2021,54.66,13899910,$53.94 ,$54.87 ,$53.82 
9/28/2021,54,24691320,$54.18 ,$54.59 ,$53.96 
9/29/2021,53.49,20514310,$54.00 ,$54.05 ,$53.18 
9/30/2021,53.28,20534070,$53.76 ,$53.98 ,$53.26 
10/1/2021,53.86,19895100,$53.65 ,$54.11 ,$53.05 
10/4/2021,53.47,27353320,$53.93 ,$54.33 ,$53.08 
10/5/2021,53.95,18129360,$53.55 ,$54.34 ,$53.48 
10/6/2021,53.98,20059580,$53.48 ,$54.07 ,$53.07 
10/7/2021,54.18,20704440,$54.32 ,$54.99 ,$54.12 
10/8/2021,53.81,16068030,$54.55 ,$54.58 ,$53.70 
10/11/2021,53.44,14398760,$53.81 ,$54.41 ,$53.42 
10/12/2021,52.17,32784310,$53.57 ,$53.72 ,$52.01 
10/13/2021,52.26,18533960,$52.38 ,$52.58 ,$51.87 
10/14/2021,53.9,26586650,$52.90 ,$54.00 ,$52.73 
10/15/2021,54.46,25231140,$54.20 ,$54.49 ,$53.81 
10/18/2021,54.47,22407570,$54.19 ,$54.56 ,$53.72 
10/19/2021,55.21,18392880,$54.63 ,$55.22 ,$54.37 
10/20/2021,55.37,16850270,$55.25 ,$55.49 ,$55.08 
10/21/2021,56,38390860,$54.93 ,$56.07 ,$54.83 
10/22/2021,49.46,109971900,$50.39 ,$50.55 ,$49.14 
10/25/2021,49.41,43178770,$49.83 ,$50.07 ,$49.31 
10/26/2021,48.28,68405390,$49.40 ,$49.44 ,$47.93 
10/27/2021,47.89,41081460,$48.52 ,$48.82 ,$47.87 
10/28/2021,48.08,31317180,$48.14 ,$48.36 ,$47.88 
10/29/2021,49,42300970,$48.10 ,$49.28 ,$47.92 
11/1/2021,49.55,28013740,$49.40 ,$49.60 ,$49.00 
11/2/2021,49.86,27193260,$49.61 ,$49.90 ,$49.23 
11/3/2021,50.39,23962120,$49.93 ,$50.45 ,$49.71 
11/4/2021,50.31,24805960,$50.24 ,$50.35 ,$49.73 
11/5/2021,50.92,36816160,$50.55 ,$51.58 ,$50.54 
11/8/2021,51.55,31647840,$51.46 ,$51.99 ,$51.06 
11/9/2021,51.2,22508420,$51.54 ,$51.77 ,$50.77 
11/10/2021,50.76,25040730,$50.98 ,$51.39 ,$50.71 
11/11/2021,50.53,25419990,$51.01 ,$51.07 ,$50.41 
11/12/2021,50.31,23884840,$50.60 ,$50.90 ,$50.18 
11/15/2021,50.32,24695780,$50.41 ,$50.63 ,$50.12 
11/16/2021,50.61,30927770,$50.37 ,$51.15 ,$50.34 
11/17/2021,50.23,23546920,$50.60 ,$50.94 ,$49.98 
11/18/2021,49.68,30667660,$50.24 ,$50.24 ,$48.97 
11/19/2021,49.52,27607600,$49.60 ,$49.73 ,$49.24 
11/22/2021,49.83,33389630,$49.55 ,$50.85 ,$49.41 
11/23/2021,49.1,44713340,$50.16 ,$50.45 ,$48.64 
11/24/2021,49.76,26035780,$48.86 ,$49.78 ,$48.63 
11/26/2021,48.78,25268980,$48.90 ,$49.18 ,$48.12 
11/29/2021,50,31478900,$49.30 ,$50.13 ,$48.72 
11/30/2021,49.2,49460840,$49.50 ,$50.40 ,$48.68 
12/1/2021,48.6,35133400,$49.84 ,$50.31 ,$48.52 
12/2/2021,49.5,37240780,$48.61 ,$49.79 ,$48.33 
12/3/2021,49.25,32224930,$49.68 ,$50.06 ,$48.76 
12/6/2021,50.99,40335980,$49.48 ,$51.21 ,$49.18 
12/7/2021,52.57,91731470,$54.66 ,$55.00 ,$52.21 
12/8/2021,51.75,37143440,$52.57 ,$52.88 ,$51.38 
12/9/2021,50.48,31694240,$51.30 ,$51.59 ,$50.43 
12/10/2021,50.59,23783630,$50.84 ,$51.07 ,$50.05 
12/13/2021,50,35726900,$50.85 ,$51.02 ,$49.95 
12/14/2021,49.7,34120380,$49.82 ,$50.27 ,$49.32 
12/15/2021,50.67,32590320,$49.87 ,$50.78 ,$49.33 
12/16/2021,50.83,33132250,$50.74 ,$51.40 ,$50.58 
12/17/2021,50.62,50190420,$50.59 ,$51.02 ,$50.01 
12/20/2021,49.6,30140280,$49.91 ,$50.13 ,$48.96 
12/21/2021,50.77,31956290,$49.94 ,$50.84 ,$49.94 
12/22/2021,50.97,23307950,$50.64 ,$51.02 ,$50.21 
12/23/2021,51.31,25198250,$51.08 ,$51.73 ,$51.05 
12/27/2021,51.94,20990720,$51.35 ,$52.06 ,$51.30 
12/28/2021,51.76,19290440,$51.93 ,$52.12 ,$51.63 
12/29/2021,51.83,14174780,$51.81 ,$52.14 ,$51.66 
12/30/2021,51.74,18359360,$51.92 ,$52.14 ,$51.65 
12/31/2021,51.5,16318970,$51.89 ,$52.16 ,$51.46 
1/3/2022,53.21,33892930,$51.65 ,$53.23 ,$51.60 
1/4/2022,53.14,45681380,$53.57 ,$53.94 ,$52.65 
1/5/2022,53.87,59109320,$54.19 ,$56.17 ,$53.83 
1/6/2022,54.01,35757880,$54.61 ,$54.67 ,$53.42 
1/7/2022,53.44,30717220,$54.19 ,$54.39 ,$53.15 
1/10/2022,55.21,49260830,$53.97 ,$55.31 ,$53.31 
1/11/2022,55.91,39795190,$55.50 ,$56.08 ,$54.73 
1/12/2022,55.74,29136790,$56.14 ,$56.28 ,$54.81 
1/13/2022,54.94,29605350,$56.00 ,$56.21 ,$54.77 
1/14/2022,55.7,30151530,$54.85 ,$55.77 ,$54.53 
1/18/2022,54.76,35332590,$55.31 ,$55.65 ,$54.68 
1/19/2022,53.62,30595110,$54.63 ,$54.85 ,$53.56 
1/20/2022,52.04,28582610,$53.86 ,$54.09 ,$51.94 
1/21/2022,52.04,46372370,$52.08 ,$53.13 ,$51.95 
1/24/2022,51.94,64273630,$51.48 ,$52.13 ,$49.88 
1/25/2022,51,44095360,$51.01 ,$51.62 ,$50.25 
1/26/2022,51.69,54895390,$51.13 ,$52.72 ,$50.75 
1/27/2022,48.05,89642770,$49.98 ,$50.06 ,$47.78 
1/28/2022,47.73,61945410,$47.71 ,$48.20 ,$46.30 
1/31/2022,48.82,51828450,$47.68 ,$48.87 ,$47.31 
2/1/2022,48.95,35386060,$48.78 ,$49.03 ,$48.36 
2/2/2022,49.51,37962660,$48.25 ,$49.58 ,$48.09 
2/3/2022,48.28,42145840,$49.25 ,$49.69 ,$48.25 
2/4/2022,48.01,32431490,$47.86 ,$48.24 ,$47.13 
2/7/2022,48.18,27558470,$48.13 ,$48.66 ,$47.96 
2/8/2022,48.81,28051190,$47.98 ,$48.94 ,$47.90 
2/9/2022,49.91,35217300,$49.33 ,$49.97 ,$48.83 
2/10/2022,48.86,32762680,$49.18 ,$49.93 ,$48.76 
2/11/2022,47.63,37208230,$48.95 ,$49.11 ,$47.50 
2/14/2022,47.58,28456930,$47.92 ,$48.18 ,$47.11 
2/15/2022,48.44,35857520,$47.70 ,$48.46 ,$47.19 
2/16/2022,48.23,26022940,$48.06 ,$48.49 ,$47.60 
2/17/2022,47.57,32030620,$47.86 ,$48.26 ,$47.38 
2/18/2022,45.04,76520100,$46.19 ,$46.21 ,$44.51 
2/22/2022,44.69,57093320,$44.69 ,$45.41 ,$43.85 
2/23/2022,44.65,38176740,$45.17 ,$45.71 ,$44.55 
2/24/2022,46.72,72740050,$43.90 ,$46.79 ,$43.63 
2/25/2022,47.71,39266330,$46.93 ,$47.79 ,$46.25 
2/28/2022,47.7,41946110,$47.00 ,$47.82 ,$46.85 
3/1/2022,46.82,53852980,$47.54 ,$47.90 ,$46.22 
3/2/2022,48.87,46936510,$47.52 ,$48.99 ,$47.48 
3/3/2022,47.93,36389880,$48.18 ,$48.55 ,$47.62 
3/4/2022,48.07,38324990,$47.37 ,$48.27 ,$47.37 
3/7/2022,47.68,43813750,$48.01 ,$48.54 ,$47.60 
3/8/2022,47.5,44813950,$47.69 ,$48.72 ,$46.89 
3/9/2022,47.63,36076460,$48.41 ,$48.46 ,$46.89 
3/10/2022,46.66,36455950,$47.29 ,$47.31 ,$46.16 
3/11/2022,45.83,27082090,$47.15 ,$47.28 ,$45.77 
3/14/2022,44.4,35993900,$45.90 ,$45.98 ,$44.30 
3/15/2022,44.81,34448890,$44.50 ,$44.90 ,$44.07 
3/16/2022,46.63,38885500,$45.30 ,$46.63 ,$45.27 
3/17/2022,47.14,28554990,$46.32 ,$47.29 ,$45.73 
3/18/2022,47.45,46237120,$46.82 ,$47.60 ,$46.35 
3/21/2022,47.39,32910940,$47.46 ,$47.89 ,$47.07 
3/22/2022,48.39,27923320,$47.50 ,$48.47 ,$47.40 
3/23/2022,48.27,37126380,$48.46 ,$49.58 ,$48.06 
3/24/2022,51.62,51677910,$48.66 ,$51.65 ,$48.59 
3/25/2022,51.83,33249490,$50.69 ,$51.98 ,$50.45 
3/28/2022,51.51,22932370,$51.36 ,$51.57 ,$50.56 
3/29/2022,52.25,27303710,$52.00 ,$52.29 ,$51.28 
3/30/2022,51.43,24623260,$52.25 ,$52.51 ,$51.22 
3/31/2022,49.56,43698250,$51.20 ,$51.26 ,$49.51 
4/1/2022,48.11,46598560,$49.83 ,$49.90 ,$47.33 
4/4/2022,49.2,23811320,$48.17 ,$49.23 ,$47.92 
4/5/2022,48.13,25779170,$48.83 ,$48.98 ,$48.02 
4/6/2022,47.54,31518750,$47.44 ,$48.17 ,$47.24 
4/7/2022,47.56,24116970,$47.43 ,$47.91 ,$46.77 
4/8/2022,47.02,22167260,$47.28 ,$47.58 ,$46.85 
4/11/2022,46.57,30352480,$46.90 ,$47.30 ,$46.53 
4/12/2022,46.5,29861380,$47.32 ,$47.91 ,$46.41 
4/13/2022,47.01,22171270,$46.75 ,$47.27 ,$46.55 
4/14/2022,45.67,36181840,$46.75 ,$46.75 ,$45.62 
4/18/2022,46.64,25593060,$45.53 ,$46.89 ,$45.52 
4/19/2022,47.93,31483100,$46.60 ,$48.00 ,$46.34 
4/20/2022,48.11,22787140,$48.36 ,$48.75 ,$47.98 
4/21/2022,47.5,27316890,$48.62 ,$48.90 ,$47.40 
4/22/2022,46.54,28219860,$47.45 ,$47.65 ,$46.50 
4/25/2022,47.06,35999250,$46.21 ,$47.14 ,$46.18 
4/26/2022,45.52,35356570,$46.69 ,$46.84 ,$45.51 
4/27/2022,45.22,28320900,$45.48 ,$46.06 ,$45.01 
4/28/2022,46.84,41097040,$45.79 ,$47.27 ,$45.54 
4/29/2022,43.59,70765890,$44.99 ,$45.36 ,$43.50 
5/2/2022,44.96,45446470,$43.72 ,$44.99 ,$43.51 
5/3/2022,45.06,40158390,$44.79 ,$45.49 ,$44.23 
5/4/2022,46.54,44625620,$45.06 ,$46.64 ,$44.41 
5/5/2022,44.6,52996680,$45.60 ,$45.91 ,$44.13 
5/6/2022,44.3,40916580,$44.49 ,$45.15 ,$43.84 
5/9/2022,43.07,44925770,$43.81 ,$44.20 ,$42.87 
5/10/2022,44.01,42770020,$44.35 ,$44.74 ,$43.50 
5/11/2022,42.83,40351670,$44.02 ,$44.29 ,$42.78 
5/12/2022,42.84,42329640,$42.73 ,$42.91 ,$42.01 
5/13/2022,43.6,32034140,$43.42 ,$43.84 ,$42.97 
5/16/2022,43.08,25071910,$43.42 ,$43.61 ,$42.79 
5/17/2022,44.4,28596630,$43.82 ,$44.42 ,$43.65 
5/18/2022,42.35,35218390,$43.98 ,$43.98 ,$42.22 
5/19/2022,42.01,29181010,$42.32 ,$42.70 ,$41.72 
5/20/2022,41.65,44802290,$42.25 ,$42.29 ,$40.31 
5/23/2022,42,27199490,$41.69 ,$42.25 ,$41.33 
5/24/2022,41.67,29837490,$41.70 ,$41.89 ,$41.10 
5/25/2022,42.2,26283080,$41.44 ,$42.52 ,$41.39 
5/26/2022,43.48,28826680,$42.17 ,$43.68 ,$42.08 
5/27/2022,44.55,30553320,$43.59 ,$44.55 ,$43.55 
5/31/2022,44.42,41111480,$44.25 ,$44.75 ,$43.65 
6/1/2022,44.11,29885540,$44.77 ,$44.93 ,$43.53 
6/2/2022,44.84,28727640,$44.19 ,$44.88 ,$43.94 
6/3/2022,43.39,33174660,$44.11 ,$44.25 ,$43.34 
6/6/2022,43.34,25437060,$43.81 ,$44.04 ,$43.08 
6/7/2022,43.53,25168690,$43.06 ,$43.59 ,$42.66 
6/8/2022,41.23,59649870,$42.25 ,$42.26 ,$41.03 
6/9/2022,40.01,39047180,$41.01 ,$41.35 ,$40.01 
6/10/2022,39.18,43084430,$39.85 ,$40.08 ,$39.18 
6/13/2022,37.77,50335920,$38.55 ,$38.81 ,$37.67 
6/14/2022,37.93,31351680,$38.01 ,$38.20 ,$37.54 
6/15/2022,38.65,37652260,$38.56 ,$39.17 ,$37.92 
6/16/2022,37.34,45576550,$37.70 ,$37.79 ,$36.93 
6/17/2022,36.97,71393190,$37.48 ,$38.12 ,$36.60 
6/21/2022,37.73,34004880,$37.36 ,$38.03 ,$37.33 
6/22/2022,37.38,32591520,$37.33 ,$37.77 ,$37.22 
6/23/2022,37.41,30162970,$37.61 ,$37.62 ,$36.91 
6/24/2022,38.61,38159910,$37.85 ,$38.64 ,$37.74 
6/27/2022,38.63,29585330,$38.87 ,$39.06 ,$38.47 
6/28/2022,37.78,37842730,$38.58 ,$39.02 ,$37.74 
6/29/2022,37.29,25437200,$37.54 ,$37.60 ,$37.02 
6/30/2022,37.41,35141050,$37.21 ,$38.00 ,$36.73 
7/1/2022,36.34,40596290,$37.09 ,$37.20 ,$35.88 
7/5/2022,36.69,33225870,$35.93 ,$36.74 ,$35.54 
7/6/2022,36.99,26258320,$36.82 ,$37.43 ,$36.46 
7/7/2022,38.14,33165410,$37.89 ,$38.33 ,$37.73 
7/8/2022,37.99,22566350,$37.66 ,$38.14 ,$37.39 
7/11/2022,37.2,25946880,$37.66 ,$37.68 ,$37.03 
7/12/2022,37.21,30546280,$37.65 ,$37.70 ,$36.99 
7/13/2022,37.21,27059160,$36.68 ,$37.43 ,$36.62 
7/14/2022,37.71,36690670,$36.99 ,$38.16 ,$36.29 
7/15/2022,38.62,32892290,$38.27 ,$38.67 ,$37.73 
7/18/2022,38.71,30814370,$39.10 ,$39.34 ,$38.53 
7/19/2022,40.22,53095320,$39.32 ,$40.73 ,$39.24 
7/20/2022,40.56,36387870,$40.21 ,$40.67 ,$39.56 
7/21/2022,40.61,29661200,$40.51 ,$40.65 ,$39.82 
7/22/2022,39.2,41349970,$40.37 ,$40.51 ,$38.94 
7/25/2022,39.16,32263400,$39.29 ,$39.41 ,$38.55 
7/26/2022,38.96,35925490,$39.10 ,$39.57 ,$38.88 
7/27/2022,40.18,42571580,$39.27 ,$40.43 ,$39.23 
7/28/2022,39.71,56662300,$40.09 ,$40.12 ,$39.04 
7/29/2022,36.31,125292400,$35.61 ,$36.62 ,$35.24 
8/1/2022,36.96,52513450,$36.05 ,$37.69 ,$36.05 
8/2/2022,36.01,53929370,$36.59 ,$36.66 ,$36.00 
8/3/2022,36.52,59513860,$36.09 ,$36.59 ,$35.26 
8/4/2022,35.66,54046260,$36.01 ,$36.10 ,$35.36 
8/5/2022,35.39,40205090,$35.35 ,$35.69 ,$35.18 
8/8/2022,35.38,41601570,$35.36 ,$35.96 ,$35.20 
8/9/2022,34.52,48202280,$35.22 ,$35.30 ,$34.40 
8/10/2022,35.37,42243300,$34.99 ,$35.40 ,$34.59 
8/11/2022,35.59,35569720,$35.64 ,$36.29 ,$35.49 
8/12/2022,36.11,37675230,$35.80 ,$36.14 ,$35.67 
8/15/2022,36.34,25400550,$36.10 ,$36.43 ,$35.71 
8/16/2022,36.19,25000240,$36.16 ,$36.58 ,$35.70 
8/17/2022,35.78,29176060,$35.81 ,$36.08 ,$35.27 
8/18/2022,36.2,24598230,$35.68 ,$36.33 ,$35.57 
8/19/2022,35.38,31425530,$35.80 ,$36.03 ,$35.19 
8/22/2022,33.84,51006130,$35.00 ,$35.06 ,$33.73 
8/23/2022,33.95,30687100,$33.98 ,$34.39 ,$33.91 
8/24/2022,33.86,25105650,$33.97 ,$33.99 ,$33.60 
8/25/2022,34.89,29799150,$33.87 ,$34.93 ,$33.82 
8/26/2022,33.36,44851480,$34.95 ,$35.03 ,$33.35 
8/29/2022,32.94,32976760,$33.23 ,$33.41 ,$32.81 
8/30/2022,32.26,40182450,$33.04 ,$33.07 ,$32.15 
8/31/2022,31.92,44074490,$32.39 ,$32.39 ,$31.77 
9/1/2022,31.76,36440680,$31.57 ,$31.83 ,$31.13 
9/2/2022,31.22,34893280,$32.21 ,$32.38 ,$31.06 
9/6/2022,30.36,46989600,$31.39 ,$31.39 ,$30.33 
9/7/2022,30.65,37329540,$30.42 ,$30.79 ,$30.05 
9/8/2022,30.75,37359470,$30.37 ,$30.85 ,$29.91 
9/9/2022,31.46,34081210,$31.19 ,$31.50 ,$31.08 
9/12/2022,31.56,38305490,$31.74 ,$31.86 ,$31.10 
9/13/2022,29.29,71417850,$30.83 ,$30.93 ,$29.25 
9/14/2022,29.18,40767170,$29.55 ,$29.77 ,$29.01 
9/15/2022,28.84,39919110,$29.15 ,$29.41 ,$28.71 
9/16/2022,29.24,72747990,$28.70 ,$29.32 ,$28.42 
9/19/2022,29.44,33151880,$29.02 ,$29.50 ,$28.90 
9/20/2022,28.96,31129030,$29.07 ,$29.17 ,$28.71 
9/21/2022,28.47,39977310,$29.15 ,$29.59 ,$28.46 
9/22/2022,28.07,36092670,$28.40 ,$28.50 ,$28.04 
9/23/2022,27.52,43491060,$27.90 ,$27.90 ,$27.19 
9/26/2022,26.97,44786410,$27.56 ,$27.70 ,$26.86 
9/27/2022,26.89,44121430,$27.40 ,$27.60 ,$26.62 
9/28/2022,27.13,40433350,$26.86 ,$27.28 ,$26.60 
9/29/2022,26.38,41831290,$26.78 ,$26.78 ,$26.19 
9/30/2022,25.77,43820960,$26.30 ,$26.57 ,$25.74 
10/3/2022,26.97,44096180,$26.33 ,$27.25 ,$26.07 
10/4/2022,27.7,42427480,$27.43 ,$27.80 ,$27.09 
10/5/2022,27.64,30119960,$27.37 ,$27.84 ,$26.89 
10/6/2022,27.18,33985130,$27.44 ,$27.76 ,$27.00 
10/7/2022,25.72,57215510,$26.17 ,$26.28 ,$25.65 
10/10/2022,25.2,43409340,$25.94 ,$25.99 ,$25.09 
10/11/2022,25.04,48134930,$25.01 ,$25.48 ,$24.69 
10/12/2022,25.33,39634060,$25.05 ,$25.52 ,$24.66 
10/13/2022,26.42,62447040,$24.73 ,$26.84 ,$24.59 
10/14/2022,25.91,48185370,$26.46 ,$26.63 ,$25.76 
10/17/2022,26.42,39416470,$26.31 ,$26.75 ,$26.17 
10/18/2022,25.87,51126850,$26.74 ,$26.96 ,$25.54 
10/19/2022,26,33882270,$25.74 ,$26.25 ,$25.69 
10/20/2022,26.08,33247690,$26.15 ,$26.95 ,$25.95 
10/21/2022,26.97,53058710,$25.85 ,$27.05 ,$25.79 
10/24/2022,27.18,43831590,$26.75 ,$27.48 ,$26.52 
10/25/2022,27.41,32205300,$27.18 ,$27.56 ,$27.00 
10/26/2022,27.21,37153930,$27.19 ,$27.80 ,$26.99 
10/27/2022,26.27,56305130,$27.45 ,$27.59 ,$26.13 
10/28/2022,29.07,91695700,$28.18 ,$29.22 ,$27.86 
10/31/2022,28.43,59507740,$29.08 ,$29.18 ,$28.05 
11/1/2022,28.3,44418730,$28.80 ,$28.85 ,$27.89 
11/2/2022,27.42,51956100,$28.27 ,$28.85 ,$27.41 
11/3/2022,27.39,39678190,$27.45 ,$27.88 ,$27.17 
11/4/2022,28.2,43051930,$27.57 ,$28.24 ,$27.41 
11/7/2022,28.41,34389780,$28.36 ,$28.47 ,$27.89 
11/8/2022,28.48,36257960,$28.76 ,$28.95 ,$27.93 
11/9/2022,27.52,30544780,$28.22 ,$28.30 ,$27.52 
11/10/2022,29.76,62943920,$28.88 ,$29.83 ,$28.65 
11/11/2022,30.43,49826520,$28.93 ,$30.63 ,$28.87 
11/14/2022,30.35,39395340,$30.34 ,$30.99 ,$30.18 
11/15/2022,30.71,40933220,$31.10 ,$31.34 ,$30.17 
11/16/2022,29.53,35582750,$30.11 ,$30.23 ,$29.44 
11/17/2022,29.89,31992740,$29.07 ,$29.95 ,$29.00 
11/18/2022,29.87,27122210,$30.26 ,$30.26 ,$29.61 
11/21/2022,28.94,36086770,$29.66 ,$29.72 ,$28.91 
11/22/2022,29.82,25584060,$29.14 ,$29.86 ,$29.06 
11/23/2022,29.67,23143870,$29.73 ,$30.08 ,$29.49 
11/25/2022,29.34,11314880,$29.68 ,$29.68 ,$29.34 
11/28/2022,28.725,28282120,$29.10 ,$29.19 ,$28.54 
11/29/2022,28.9,24361490,$28.85 ,$29.18 ,$28.74 
11/30/2022,30.07,72072530,$28.77 ,$30.08 ,$28.22 
12/1/2022,29.83,38896310,$30.24 ,$30.48 ,$29.52 
12/2/2022,29.41,31545960,$29.17 ,$29.43 ,$28.71 
12/5/2022,29.17,34040380,$29.42 ,$29.75 ,$28.89 
12/6/2022,28.6,27701190,$29.19 ,$29.31 ,$28.34 
12/7/2022,28.33,28239930,$28.28 ,$28.55 ,$28.15 
12/8/2022,28.44,28486090,$28.32 ,$28.60 ,$28.07 
12/9/2022,28.24,25641350,$28.39 ,$28.78 ,$28.19 
12/12/2022,28.69,35117870,$28.13 ,$28.71 ,$27.86 
12/13/2022,28.73,58546840,$29.79 ,$30.09 ,$28.37 
12/14/2022,28.26,37141080,$28.51 ,$29.12 ,$28.01 
12/15/2022,27.15,45682650,$27.94 ,$28.00 ,$27.12 
12/16/2022,26.92,81104230,$27.00 ,$27.14 ,$26.45 
12/19/2022,26.79,37662460,$26.90 ,$26.97 ,$26.50 
12/20/2022,26.44,31863270,$26.54 ,$26.87 ,$26.42 
12/21/2022,26.83,28100910,$26.59 ,$26.97 ,$26.58 
12/22/2022,25.97,47478310,$26.45 ,$26.45 ,$25.35 
12/23/2022,26.09,23600920,$25.92 ,$26.19 ,$25.68 
12/27/2022,25.94,29548060,$25.85 ,$26.10 ,$25.65 
12/28/2022,25.54,26176920,$25.84 ,$26.12 ,$25.50 
