date,value,Volume,Open,High,Low
10/28/2019,56.76,32307510,$56.38 ,$56.81 ,$56.06 
10/29/2019,56.34,18155770,$56.37 ,$57.24 ,$56.24 
10/30/2019,56.6,15248000,$56.32 ,$56.63 ,$55.62 
10/31/2019,56.53,19249680,$56.33 ,$56.60 ,$55.62 
11/1/2019,56.51,17953470,$55.94 ,$56.65 ,$55.62 
11/4/2019,57.61,19067980,$56.93 ,$57.80 ,$56.85 
11/5/2019,57.55,20865350,$57.47 ,$58.35 ,$57.21 
11/6/2019,57.6,17721000,$57.49 ,$57.71 ,$56.98 
11/7/2019,58.05,16962850,$58.00 ,$58.55 ,$57.86 
11/8/2019,58.27,11890270,$57.85 ,$58.30 ,$57.31 
11/11/2019,58.35,11236370,$57.97 ,$58.50 ,$57.90 
11/12/2019,58.2,11954040,$58.40 ,$58.80 ,$58.03 
11/13/2019,57.89,15409830,$57.87 ,$57.97 ,$57.35 
11/14/2019,57.81,12141220,$57.61 ,$58.04 ,$57.57 
11/15/2019,57.96,16112990,$58.17 ,$58.70 ,$57.62 
11/18/2019,58.25,16101280,$57.70 ,$58.48 ,$57.57 
11/19/2019,58.35,17062830,$58.48 ,$58.65 ,$57.75 
11/20/2019,57.9,18559090,$58.26 ,$58.36 ,$57.37 
11/21/2019,58.22,16139030,$57.49 ,$58.30 ,$57.41 
11/22/2019,57.61,15690160,$58.34 ,$58.65 ,$57.49 
11/25/2019,58.81,15012420,$58.00 ,$58.84 ,$58.00 
11/26/2019,58.9,22381500,$58.95 ,$59.13 ,$58.45 
11/27/2019,58.51,18185510,$58.53 ,$58.59 ,$57.91 
11/29/2019,58.05,9481129,$58.15 ,$58.30 ,$57.79 
12/2/2019,57.66,19166770,$58.55 ,$58.69 ,$57.47 
12/3/2019,56.07,26613650,$56.86 ,$56.86 ,$55.75 
12/4/2019,56.02,18882730,$56.66 ,$56.66 ,$55.86 
12/5/2019,56.08,17675580,$56.41 ,$56.41 ,$55.76 
12/6/2019,56.81,16477410,$56.66 ,$56.99 ,$56.42 
12/9/2019,56.53,14467820,$56.54 ,$56.96 ,$56.50 
12/10/2019,56.59,16157980,$56.71 ,$56.83 ,$56.44 
12/11/2019,57.07,20051870,$56.91 ,$57.17 ,$56.58 
12/12/2019,57.55,27896160,$56.75 ,$58.05 ,$56.61 
12/13/2019,57.79,22795850,$57.55 ,$58.34 ,$57.38 
12/16/2019,57.7,19135290,$58.21 ,$58.57 ,$57.65 
12/17/2019,57.3,21656380,$58.00 ,$58.10 ,$57.13 
12/18/2019,57.17,28273060,$57.39 ,$57.46 ,$56.94 
12/19/2019,57.96,18869000,$57.17 ,$57.99 ,$56.97 
12/20/2019,58.95,49970820,$58.32 ,$59.05 ,$57.89 
12/23/2019,59.23,23593190,$59.06 ,$59.78 ,$59.04 
12/24/2019,59.41,6313179,$59.25 ,$59.48 ,$59.16 
12/26/2019,59.82,11486640,$59.41 ,$59.85 ,$59.35 
12/27/2019,60.08,14086150,$59.91 ,$60.48 ,$59.90 
12/30/2019,59.62,12751110,$59.99 ,$60.05 ,$59.38 
12/31/2019,59.85,14435830,$59.62 ,$59.93 ,$59.36 
1/2/2020,60.84,17713400,$60.24 ,$60.97 ,$60.22 
1/3/2020,60.1,15298580,$59.81 ,$60.70 ,$59.81 
1/6/2020,59.93,17759140,$59.59 ,$60.20 ,$59.33 
1/7/2020,58.93,21960520,$59.78 ,$59.80 ,$58.89 
1/8/2020,58.97,23138270,$58.89 ,$59.32 ,$58.52 
1/9/2020,59.3,18818490,$59.05 ,$59.51 ,$58.83 
1/10/2020,58.94,15201930,$59.57 ,$60.08 ,$58.87 
1/13/2020,59.59,16455830,$59.17 ,$59.78 ,$59.08 
1/14/2020,59.43,17092450,$59.49 ,$59.74 ,$59.19 
1/15/2020,58.94,18498800,$59.30 ,$59.65 ,$58.75 
1/16/2020,59.66,21365530,$59.26 ,$59.84 ,$59.07 
1/17/2020,59.6,21803450,$59.98 ,$60.00 ,$59.24 
1/21/2020,60.55,28358470,$59.81 ,$61.25 ,$59.79 
1/22/2020,62.73,29475120,$61.04 ,$62.85 ,$60.97 
1/23/2020,63.32,42778740,$62.86 ,$63.71 ,$62.81 
1/24/2020,68.47,84711040,$66.57 ,$69.29 ,$66.46 
1/27/2020,65.69,30764000,$66.72 ,$67.42 ,$65.60 
1/28/2020,67.31,30915390,$66.50 ,$67.58 ,$65.94 
1/29/2020,66.33,18076690,$67.63 ,$68.06 ,$66.17 
1/30/2020,66.47,18522360,$65.64 ,$66.50 ,$64.93 
1/31/2020,63.93,25268430,$65.80 ,$65.98 ,$63.67 
2/3/2020,64.42,16654560,$64.46 ,$65.04 ,$64.30 
2/4/2020,65.46,20970750,$65.77 ,$66.06 ,$64.92 
2/5/2020,67.34,23401420,$66.69 ,$67.60 ,$66.13 
2/6/2020,67.09,17408040,$67.30 ,$67.40 ,$66.77 
2/7/2020,66.02,18134650,$66.86 ,$67.30 ,$66.01 
2/10/2020,66.39,22299290,$65.56 ,$66.40 ,$65.44 
2/11/2020,67.41,17975620,$66.83 ,$67.71 ,$66.57 
2/12/2020,67.46,15586600,$67.60 ,$68.09 ,$67.31 
2/13/2020,67.44,11602730,$66.99 ,$67.65 ,$66.74 
2/14/2020,67.27,13405450,$67.52 ,$67.87 ,$66.82 
2/18/2020,66.14,12766570,$66.66 ,$66.69 ,$65.88 
2/19/2020,67.11,13551200,$66.39 ,$67.20 ,$66.18 
2/20/2020,65.45,26452590,$67.04 ,$67.29 ,$64.56 
2/21/2020,64.34,20780470,$65.18 ,$65.25 ,$64.04 
2/24/2020,61.76,26903120,$61.61 ,$62.77 ,$61.32 
2/25/2020,59.73,34495730,$61.99 ,$62.28 ,$59.46 
2/26/2020,59.65,26217740,$60.11 ,$60.82 ,$59.27 
2/27/2020,55.83,42226860,$57.93 ,$58.51 ,$55.80 
2/28/2020,55.52,60728000,$54.30 ,$56.38 ,$53.60 
3/2/2020,58.18,43140300,$55.79 ,$58.22 ,$54.52 
3/3/2020,55.97,49740280,$58.03 ,$59.02 ,$55.40 
3/4/2020,58.68,29223070,$57.01 ,$58.71 ,$56.16 
3/5/2020,56.96,29099160,$57.06 ,$58.66 ,$56.61 
3/6/2020,55.77,36259160,$55.18 ,$56.01 ,$54.54 
3/9/2020,50.85,56196980,$51.92 ,$52.71 ,$50.00 
3/10/2020,53.98,36568950,$52.76 ,$54.00 ,$50.43 
3/11/2020,51.66,38573960,$52.39 ,$53.54 ,$51.01 
3/12/2020,45.54,50661750,$47.99 ,$50.09 ,$45.37 
3/13/2020,54.43,48805060,$48.26 ,$55.00 ,$47.74 
3/16/2020,44.61,53878940,$47.51 ,$52.25 ,$43.63 
3/17/2020,50.08,52085160,$45.76 ,$51.63 ,$45.20 
3/18/2020,47.61,49309880,$46.71 ,$50.05 ,$45.20 
3/19/2020,45.94,44538030,$47.84 ,$49.23 ,$45.16 
3/20/2020,45.83,52344050,$46.51 ,$49.42 ,$45.47 
3/23/2020,49.58,46698480,$46.02 ,$50.49 ,$45.91 
3/24/2020,52.4,50019750,$53.14 ,$54.64 ,$51.35 
3/25/2020,51.26,41106060,$52.48 ,$53.79 ,$49.91 
3/26/2020,55.54,41475410,$51.74 ,$55.95 ,$51.66 
3/27/2020,52.37,31633490,$53.42 ,$54.64 ,$52.07 
3/30/2020,55.49,31628610,$52.99 ,$56.10 ,$52.83 
3/31/2020,54.12,48081860,$55.06 ,$55.80 ,$53.22 
4/1/2020,51.88,29586560,$52.50 ,$54.69 ,$51.43 
4/2/2020,54.35,27809990,$51.29 ,$54.56 ,$51.22 
4/3/2020,54.13,23906060,$53.85 ,$55.13 ,$52.73 
4/6/2020,58.43,32323390,$56.63 ,$58.77 ,$56.12 
4/7/2020,58.4,41410010,$59.94 ,$61.49 ,$58.21 
4/8/2020,58.98,26719500,$58.99 ,$59.51 ,$57.91 
4/9/2020,57.14,40515420,$59.36 ,$59.72 ,$56.06 
4/13/2020,58.7,23251940,$56.57 ,$58.77 ,$56.57 
4/14/2020,60.66,25673990,$60.04 ,$60.90 ,$59.51 
4/15/2020,58.87,22841550,$59.74 ,$59.83 ,$58.39 
4/16/2020,60.79,24433520,$59.61 ,$60.96 ,$58.81 
4/17/2020,60.36,27385640,$62.02 ,$62.13 ,$59.83 
4/20/2020,59.18,26419610,$59.28 ,$60.04 ,$58.89 
4/21/2020,56.36,25248030,$58.11 ,$58.60 ,$55.93 
4/22/2020,60.1,23443750,$58.27 ,$60.50 ,$57.81 
4/23/2020,59.04,35091950,$59.67 ,$60.10 ,$58.81 
4/24/2020,59.26,50220510,$56.20 ,$59.40 ,$56.10 
4/27/2020,59.47,25902240,$59.72 ,$59.83 ,$58.39 
4/28/2020,58.75,28784710,$59.99 ,$60.22 ,$58.26 
4/29/2020,61.8,30451540,$59.44 ,$62.03 ,$59.32 
4/30/2020,59.98,26279880,$61.37 ,$61.54 ,$59.75 
5/1/2020,57.47,21194800,$58.83 ,$59.32 ,$57.31 
5/4/2020,57.99,18957230,$57.12 ,$58.07 ,$56.31 
5/5/2020,58.75,17252060,$58.79 ,$59.30 ,$58.35 
5/6/2020,59.18,17848660,$59.04 ,$59.95 ,$58.94 
5/7/2020,59.17,14733520,$59.93 ,$60.10 ,$58.92 
5/8/2020,59.67,20391090,$59.67 ,$59.78 ,$59.05 
5/11/2020,60.13,18684440,$59.74 ,$60.84 ,$59.71 
5/12/2020,58.39,16754900,$60.22 ,$60.64 ,$58.26 
5/13/2020,57.74,21064970,$58.45 ,$59.23 ,$56.90 
5/14/2020,59.08,21569350,$57.32 ,$59.15 ,$56.10 
5/15/2020,58.28,21373270,$57.40 ,$58.37 ,$56.96 
5/18/2020,59.92,20443710,$59.74 ,$60.28 ,$59.36 
5/19/2020,60.29,21865010,$60.13 ,$61.77 ,$59.85 
5/20/2020,63.1,30583990,$61.16 ,$63.49 ,$61.02 
5/21/2020,61.98,20987740,$63.10 ,$63.80 ,$61.82 
5/22/2020,62.255,14103010,$61.98 ,$62.32 ,$61.42 
5/26/2020,62.34,20933560,$63.68 ,$64.14 ,$62.12 
5/27/2020,63.56,19886270,$62.32 ,$63.59 ,$61.07 
5/28/2020,61.7,17264130,$63.00 ,$63.45 ,$61.49 
5/29/2020,62.93,33395740,$61.90 ,$63.66 ,$61.62 
6/1/2020,61.86,14329040,$62.49 ,$62.66 ,$61.66 
6/2/2020,62.12,20702350,$61.70 ,$62.17 ,$60.83 
6/3/2020,61.93,16737270,$62.45 ,$62.54 ,$61.53 
6/4/2020,62.97,22010140,$61.74 ,$63.47 ,$61.34 
6/5/2020,64.34,26813100,$63.36 ,$65.11 ,$63.16 
6/8/2020,63.67,21546180,$63.97 ,$64.15 ,$62.94 
6/9/2020,63.04,23594130,$62.99 ,$63.71 ,$62.90 
6/10/2020,63.87,21367850,$62.79 ,$64.29 ,$62.75 
6/11/2020,59.7,26998240,$63.07 ,$63.30 ,$59.52 
6/12/2020,59.33,30419770,$60.11 ,$60.96 ,$58.12 
6/15/2020,60.1,29651720,$59.33 ,$60.36 ,$58.58 
6/16/2020,60.4,23226630,$61.49 ,$61.65 ,$59.49 
6/17/2020,60.49,20454770,$60.74 ,$61.28 ,$60.06 
6/18/2020,60.08,24899700,$60.35 ,$60.51 ,$59.32 
6/19/2020,59.62,60324580,$60.65 ,$60.89 ,$59.10 
6/22/2020,60.09,22846010,$59.73 ,$60.55 ,$58.83 
6/23/2020,59.92,22809580,$60.19 ,$60.47 ,$59.86 
6/24/2020,59.09,27764480,$59.64 ,$59.81 ,$58.67 
6/25/2020,58.51,21906940,$58.98 ,$59.09 ,$57.48 
6/26/2020,57.5,38477510,$58.49 ,$58.73 ,$57.07 
6/29/2020,58.27,22150270,$57.47 ,$58.35 ,$56.76 
6/30/2020,59.83,31542060,$58.71 ,$59.98 ,$58.54 
7/1/2020,58.81,14748070,$59.91 ,$60.03 ,$58.76 
7/2/2020,59.13,15578580,$59.19 ,$59.81 ,$58.97 
7/6/2020,59.54,20536720,$58.72 ,$59.62 ,$58.60 
7/7/2020,58.31,15996490,$59.07 ,$59.57 ,$58.14 
7/8/2020,58.61,13277870,$58.45 ,$58.70 ,$57.93 
7/9/2020,58.42,20683690,$58.20 ,$58.75 ,$57.70 
7/10/2020,59.53,17742320,$57.95 ,$59.69 ,$57.83 
7/13/2020,58.58,19082940,$59.84 ,$60.62 ,$58.39 
7/14/2020,58.98,24190870,$57.87 ,$59.25 ,$57.35 
7/15/2020,59.03,19986310,$59.03 ,$59.34 ,$58.42 
7/16/2020,59.14,12425870,$58.54 ,$59.36 ,$58.40 
7/17/2020,60,16322810,$59.42 ,$60.46 ,$59.28 
7/20/2020,61.15,16868660,$60.08 ,$61.38 ,$59.34 
7/21/2020,60.7,19830310,$61.52 ,$61.93 ,$60.44 
7/22/2020,61.05,18959920,$61.31 ,$61.77 ,$60.62 
7/23/2020,60.4,43518550,$61.26 ,$61.74 ,$59.98 
7/24/2020,50.59,182269900,$52.15 ,$52.18 ,$49.50 
7/27/2020,49.57,107526500,$51.03 ,$51.14 ,$49.47 
7/28/2020,49.24,62362610,$49.48 ,$50.23 ,$49.14 
7/29/2020,48.07,60500810,$49.49 ,$49.50 ,$47.90 
7/30/2020,47.99,39735190,$47.83 ,$48.50 ,$47.59 
7/31/2020,47.73,46569880,$48.13 ,$48.32 ,$46.97 
8/3/2020,48.3,31767140,$48.27 ,$48.63 ,$47.74 
8/4/2020,49.13,29045840,$48.60 ,$49.14 ,$48.50 
8/5/2020,48.92,29471070,$49.72 ,$49.72 ,$48.66 
8/6/2020,48.57,23795530,$48.79 ,$48.82 ,$48.10 
8/7/2020,48.03,36765230,$48.53 ,$48.65 ,$47.70 
8/10/2020,49.22,37442610,$48.20 ,$49.39 ,$48.06 
8/11/2020,48.19,35348090,$49.63 ,$49.73 ,$48.06 
8/12/2020,49.19,30687170,$48.67 ,$49.26 ,$48.24 
8/13/2020,48.56,24774510,$49.26 ,$49.33 ,$48.39 
8/14/2020,48.89,22321170,$48.73 ,$49.21 ,$48.65 
8/17/2020,48.93,20018270,$49.11 ,$49.31 ,$48.73 
8/18/2020,48.65,19251400,$49.26 ,$49.57 ,$48.62 
8/19/2020,48.33,27774980,$48.79 ,$48.98 ,$48.25 
8/20/2020,49.17,55081340,$49.81 ,$50.20 ,$49.00 
8/21/2020,49.28,34316470,$49.02 ,$49.31 ,$48.65 
8/24/2020,49.14,36295310,$49.26 ,$49.40 ,$48.82 
8/25/2020,49.43,38384330,$49.35 ,$49.88 ,$49.21 
8/26/2020,49.55,28616620,$49.39 ,$49.67 ,$49.23 
8/27/2020,49.4,24420610,$49.79 ,$49.93 ,$49.17 
8/28/2020,50.43,35384680,$49.57 ,$50.80 ,$49.46 
8/31/2020,50.95,46114130,$51.00 ,$51.50 ,$50.32 
9/1/2020,50.79,30522710,$50.91 ,$51.00 ,$50.22 
9/2/2020,52.25,53000730,$51.21 ,$52.68 ,$51.09 
9/3/2020,50.39,47394340,$52.50 ,$52.62 ,$50.14 
9/4/2020,50.08,43318370,$50.53 ,$51.23 ,$49.49 
9/8/2020,48.91,39752690,$49.26 ,$49.90 ,$48.85 
9/9/2020,49.62,33437270,$49.53 ,$49.97 ,$49.04 
9/10/2020,48.96,32649150,$50.00 ,$50.09 ,$48.71 
9/11/2020,49.28,29333570,$49.26 ,$50.05 ,$48.95 
9/14/2020,49.41,27212490,$48.85 ,$49.72 ,$48.85 
9/15/2020,50,27598260,$49.79 ,$50.60 ,$49.73 
9/16/2020,50.37,26555280,$50.51 ,$51.03 ,$50.17 
9/17/2020,50.32,26959930,$49.37 ,$50.49 ,$49.30 
9/18/2020,49.89,50123500,$50.33 ,$50.50 ,$49.04 
9/21/2020,49.72,27377120,$49.39 ,$49.75 ,$48.83 
9/22/2020,49.95,22290860,$49.89 ,$50.21 ,$49.47 
9/23/2020,48.82,30078800,$49.83 ,$50.15 ,$48.66 
9/24/2020,49.16,29343400,$48.53 ,$49.64 ,$48.42 
9/25/2020,49.94,26633410,$48.96 ,$50.28 ,$48.75 
9/28/2020,51.43,29652250,$50.51 ,$51.46 ,$50.16 
9/29/2020,51.19,19687450,$51.31 ,$51.74 ,$50.95 
9/30/2020,51.78,27711350,$51.24 ,$52.38 ,$51.15 
10/1/2020,52.24,22127580,$52.40 ,$52.72 ,$51.99 
10/2/2020,51.01,25811770,$51.50 ,$51.98 ,$50.99 
10/5/2020,51.69,20883250,$51.30 ,$51.81 ,$51.27 
10/6/2020,51.37,25642790,$51.71 ,$52.70 ,$51.23 
10/7/2020,52.67,21978670,$51.85 ,$52.90 ,$51.79 
10/8/2020,53.37,22369540,$52.91 ,$53.58 ,$52.67 
10/9/2020,52.82,24343900,$53.55 ,$53.85 ,$52.67 
10/12/2020,53.88,27303470,$53.55 ,$54.20 ,$53.21 
10/13/2020,53.83,20005770,$54.27 ,$54.29 ,$53.62 
10/14/2020,53.55,21885110,$54.01 ,$54.40 ,$53.51 
10/15/2020,53.85,18272870,$52.75 ,$53.98 ,$52.62 
10/16/2020,54.16,23421390,$53.90 ,$54.70 ,$53.90 
10/19/2020,54.58,43537220,$54.47 ,$56.23 ,$53.84 
10/20/2020,53.43,27224900,$54.60 ,$54.70 ,$53.27 
10/21/2020,53.5,21866030,$53.14 ,$54.07 ,$52.82 
10/22/2020,53.9,41522740,$53.12 ,$54.22 ,$53.07 
10/23/2020,48.2,97322490,$48.35 ,$48.67 ,$47.66 
10/26/2020,46.72,54161290,$47.85 ,$47.86 ,$46.25 
10/27/2020,45.64,50130520,$45.98 ,$46.41 ,$45.36 
10/28/2020,44.25,45066010,$44.89 ,$45.29 ,$44.20 
10/29/2020,44.11,36796800,$44.24 ,$44.47 ,$43.92 
10/30/2020,44.28,46794170,$44.10 ,$44.80 ,$43.61 
11/2/2020,44.46,33856740,$44.96 ,$45.06 ,$44.24 
11/3/2020,44.85,33587540,$44.73 ,$45.46 ,$44.70 
11/4/2020,45.7,34748150,$45.11 ,$46.15 ,$44.78 
11/5/2020,45.68,31103210,$46.15 ,$46.38 ,$45.53 
11/6/2020,45.39,36233680,$45.54 ,$45.80 ,$44.90 
11/9/2020,45.6,48481730,$46.64 ,$47.35 ,$45.54 
11/10/2020,45.44,39224460,$45.40 ,$46.48 ,$45.25 
11/11/2020,46.35,31496940,$45.90 ,$46.46 ,$45.86 
11/12/2020,44.95,42909920,$46.13 ,$46.19 ,$44.55 
11/13/2020,45.46,30898110,$44.99 ,$45.58 ,$44.97 
11/16/2020,46.19,36306290,$46.04 ,$46.75 ,$45.79 
11/17/2020,45.53,31072060,$45.75 ,$46.12 ,$45.41 
11/18/2020,45.06,32817920,$45.55 ,$45.69 ,$45.04 
11/19/2020,45.62,29469080,$44.92 ,$45.67 ,$44.70 
11/20/2020,45.39,24199280,$45.66 ,$45.88 ,$45.33 
11/23/2020,46.06,35489640,$45.48 ,$46.21 ,$45.45 
11/24/2020,47.01,33901170,$46.29 ,$47.30 ,$46.01 
11/25/2020,47.05,28126890,$47.03 ,$47.18 ,$46.57 
11/27/2020,47.45,15921420,$47.36 ,$48.10 ,$47.36 
11/30/2020,48.35,46332670,$47.42 ,$48.50 ,$47.27 
12/1/2020,49.56,57778190,$48.75 ,$50.23 ,$48.71 
12/2/2020,49.9,33753520,$49.22 ,$50.06 ,$49.18 
12/3/2020,50.99,50261150,$49.92 ,$51.11 ,$49.78 
12/4/2020,51.985,39767720,$51.06 ,$52.65 ,$51.00 
12/7/2020,50.2,51040300,$51.00 ,$51.29 ,$49.56 
12/8/2020,50.69,28956510,$49.83 ,$50.72 ,$49.81 
12/9/2020,50.07,34068390,$50.28 ,$50.84 ,$49.73 
12/10/2020,50.26,33705980,$49.66 ,$50.72 ,$49.59 
12/11/2020,49.73,29398840,$50.14 ,$50.14 ,$49.12 
12/14/2020,50.47,33436400,$49.82 ,$51.34 ,$49.74 
12/15/2020,50.665,25472990,$50.98 ,$51.01 ,$50.21 
12/16/2020,51.12,28350980,$50.71 ,$51.46 ,$50.68 
12/17/2020,50.65,26399020,$51.15 ,$51.32 ,$50.22 
12/18/2020,47.46,119298400,$50.57 ,$50.68 ,$47.11 
12/21/2020,46.36,53775700,$46.32 ,$46.45 ,$45.24 
12/22/2020,46.17,32188770,$46.25 ,$46.34 ,$45.77 
12/23/2020,46.57,22564230,$46.17 ,$47.03 ,$46.07 
12/24/2020,47.07,11865640,$46.60 ,$47.09 ,$46.34 
12/28/2020,47.07,21269170,$47.19 ,$47.64 ,$46.86 
12/29/2020,49.39,84531390,$47.22 ,$50.67 ,$46.49 
12/30/2020,48.75,37385410,$49.11 ,$49.19 ,$48.56 
12/31/2020,49.82,28576790,$48.75 ,$50.19 ,$48.72 
1/4/2021,49.67,46102460,$49.89 ,$51.39 ,$49.40 
1/5/2021,50.61,24866560,$49.45 ,$50.83 ,$49.33 
1/6/2021,51.1,36809640,$50.44 ,$52.15 ,$50.20 
1/7/2021,52.19,32092340,$51.49 ,$52.69 ,$51.30 
1/8/2021,51.65,34625380,$52.45 ,$52.53 ,$51.27 
1/11/2021,51.54,32933280,$51.29 ,$52.24 ,$51.25 
1/12/2021,53.24,39883890,$51.90 ,$53.85 ,$51.56 
1/13/2021,56.95,124070700,$59.50 ,$60.25 ,$56.90 
1/14/2021,59.25,74680890,$58.45 ,$60.14 ,$57.84 
1/15/2021,57.58,50265360,$58.85 ,$59.65 ,$57.50 
1/19/2021,57.99,35647140,$57.94 ,$58.34 ,$57.10 
1/20/2021,58.67,28701260,$58.24 ,$59.22 ,$58.09 
1/21/2021,62.46,87156460,$59.04 ,$63.95 ,$58.22 
1/22/2021,56.66,85729320,$58.85 ,$59.62 ,$56.65 
1/25/2021,55.44,61968550,$56.38 ,$56.50 ,$54.06 
1/26/2021,55.21,31485880,$55.28 ,$56.20 ,$54.85 
1/27/2021,53.59,49722950,$54.61 ,$54.85 ,$53.30 
1/28/2021,56.065,49202560,$54.79 ,$57.40 ,$54.70 
1/29/2021,55.51,37256230,$55.98 ,$57.16 ,$55.36 
2/1/2021,56.69,26926640,$55.95 ,$57.39 ,$55.71 
2/2/2021,58,23580890,$57.19 ,$58.28 ,$56.88 
2/3/2021,57.68,21893190,$57.89 ,$58.33 ,$57.38 
2/4/2021,58.79,29853780,$57.61 ,$58.88 ,$57.19 
2/5/2021,58.18,23432610,$59.00 ,$59.08 ,$58.12 
2/8/2021,59.16,34358300,$58.38 ,$59.22 ,$57.95 
2/9/2021,58.78,28754080,$58.77 ,$59.31 ,$57.94 
2/10/2021,58.86,16325150,$59.30 ,$59.42 ,$58.12 
2/11/2021,60.66,27539120,$59.10 ,$60.99 ,$58.86 
2/12/2021,61.81,26214180,$60.60 ,$62.51 ,$60.43 
2/16/2021,62.47,26326300,$62.00 ,$62.87 ,$61.70 
2/17/2021,61.85,21065330,$61.49 ,$62.19 ,$61.21 
2/18/2021,61.61,17846140,$60.65 ,$61.98 ,$60.64 
2/19/2021,63.01,28290120,$61.91 ,$63.26 ,$61.85 
2/22/2021,60.71,32288180,$61.88 ,$62.70 ,$60.66 
2/23/2021,61.12,27374590,$60.48 ,$61.50 ,$59.17 
2/24/2021,63.19,24669870,$60.53 ,$63.28 ,$60.38 
2/25/2021,60.4,36393950,$62.41 ,$63.54 ,$60.13 
2/26/2021,60.78,38216770,$60.89 ,$61.69 ,$59.68 
3/1/2021,62.88,28503500,$61.72 ,$63.08 ,$61.65 
3/2/2021,61.24,23320020,$62.80 ,$63.14 ,$61.11 
3/3/2021,59.9,28740360,$60.64 ,$61.52 ,$59.70 
3/4/2021,58.33,40210350,$59.83 ,$60.24 ,$57.91 
3/5/2021,60.74,39511670,$59.26 ,$61.18 ,$58.51 
3/8/2021,59.85,33112390,$60.47 ,$61.70 ,$59.72 
3/9/2021,62.67,36387480,$61.18 ,$63.17 ,$60.84 
3/10/2021,62.25,27160320,$63.22 ,$64.12 ,$62.13 
3/11/2021,63.31,30701770,$62.94 ,$64.09 ,$62.39 
3/12/2021,62.9,20172960,$62.65 ,$63.30 ,$62.24 
3/15/2021,63.79,21251480,$63.61 ,$63.88 ,$62.48 
3/16/2021,64.78,30186640,$64.15 ,$65.73 ,$64.08 
3/17/2021,65.78,32394650,$64.22 ,$66.29 ,$63.71 
3/18/2021,63.725,30107870,$65.63 ,$65.70 ,$63.65 
3/19/2021,63.76,54951650,$63.18 ,$64.99 ,$62.92 
3/22/2021,65.63,34380150,$64.82 ,$66.38 ,$64.56 
3/23/2021,63.48,35159950,$66.00 ,$66.05 ,$63.17 
3/24/2021,62.04,74584670,$66.58 ,$67.44 ,$61.99 
3/25/2021,62.02,35401430,$61.66 ,$62.44 ,$60.98 
3/26/2021,64.87,34705760,$61.80 ,$64.97 ,$61.77 
3/29/2021,64.5,26161610,$64.01 ,$65.13 ,$63.61 
3/30/2021,63.77,20709490,$63.77 ,$64.00 ,$63.15 
3/31/2021,64,33013230,$64.01 ,$64.49 ,$63.58 
4/1/2021,64.55,31416250,$64.73 ,$64.89 ,$63.58 
4/5/2021,66.54,27947520,$64.95 ,$66.74 ,$64.70 
4/6/2021,65.56,28771400,$66.06 ,$66.58 ,$65.29 
4/7/2021,66.25,17793260,$65.67 ,$66.57 ,$65.36 
4/8/2021,67.05,22224220,$66.97 ,$67.29 ,$66.36 
4/9/2021,68.26,27177100,$66.80 ,$68.40 ,$66.63 
4/12/2021,65.405,51266880,$68.20 ,$68.49 ,$64.71 
4/13/2021,65.22,26821990,$65.61 ,$65.63 ,$64.21 
4/14/2021,64.19,25768420,$65.31 ,$65.38 ,$63.84 
4/15/2021,65.02,24927680,$63.97 ,$65.22 ,$63.68 
4/16/2021,64.75,24625460,$65.33 ,$65.52 ,$64.57 
4/19/2021,63.63,23997680,$64.70 ,$64.74 ,$63.07 
4/20/2021,62.7,19872120,$63.64 ,$63.76 ,$62.41 
4/21/2021,63.7,24364210,$62.79 ,$63.78 ,$62.30 
4/22/2021,62.57,38257620,$63.35 ,$63.91 ,$62.28 
4/23/2021,59.24,77519830,$59.16 ,$60.00 ,$57.90 
4/26/2021,58.76,39645910,$59.10 ,$59.52 ,$58.46 
4/27/2021,57.97,38167700,$58.56 ,$58.63 ,$57.77 
4/28/2021,57.62,30387350,$57.52 ,$58.16 ,$57.15 
4/29/2021,58.28,23290620,$57.88 ,$58.30 ,$57.47 
4/30/2021,57.53,30731840,$57.61 ,$58.43 ,$57.07 
5/3/2021,57.26,22281700,$57.86 ,$57.88 ,$56.84 
5/4/2021,56.9,35323620,$56.88 ,$56.98 ,$55.81 
5/5/2021,56.85,21001930,$56.96 ,$57.30 ,$56.46 
5/6/2021,57.19,25529250,$56.62 ,$57.25 ,$56.25 
5/7/2021,57.67,19959040,$57.70 ,$58.01 ,$57.24 
5/10/2021,55.97,35046470,$57.15 ,$57.23 ,$55.88 
5/11/2021,55.04,35968050,$55.05 ,$55.63 ,$54.30 
5/12/2021,53.62,30232250,$54.39 ,$54.65 ,$53.42 
5/13/2021,54.01,29192470,$54.04 ,$54.39 ,$53.46 
5/14/2021,55.35,28158310,$54.60 ,$55.85 ,$54.26 
5/17/2021,55.33,19990820,$55.29 ,$55.89 ,$54.76 
5/18/2021,54.84,18703390,$55.95 ,$56.14 ,$54.80 
5/19/2021,55.36,23769650,$54.07 ,$55.43 ,$53.84 
5/20/2021,55.95,23145170,$55.57 ,$56.24 ,$55.36 
5/21/2021,56.08,17723090,$56.42 ,$56.71 ,$55.98 
5/24/2021,56.96,19164350,$56.65 ,$57.39 ,$56.40 
5/25/2021,56.87,22309870,$57.56 ,$57.56 ,$56.42 
5/26/2021,56.92,15173600,$57.05 ,$57.23 ,$56.59 
5/27/2021,57.73,32387640,$57.11 ,$57.88 ,$57.00 
